shape,M,K,N,path,ms,gbps,tops,pct_roof,relerr,src,wbytes
down_proj,1,17408,5120,bf16,0.3136960801202804,568.2503904149859,0.5682503904149858,97.80557494233837,0.0,3.6-sqgptq,178257920
down_proj,1,17408,5120,w4a16,0.07893239002441987,564.5905310381805,2.2583621241527223,97.1756507810982,0.0026631844229996204,3.6-sqgptq,44564480.0
down_proj,1,17408,5120,w4a8_full,0.09813970973482355,454.0922336168974,1.8163689344675895,78.15701094955205,0.009032291360199451,3.6-sqgptq,44564480.0
down_proj,1,17408,5120,w4a8_op,0.08037504012463614,554.4567060979957,2.2178268243919828,95.4314468327015,0.00020959615358151495,3.6-sqgptq,44564480.0
down_proj,1,17408,5120,w8a16,0.1626564099569805,547.9584851502187,1.0959169703004374,94.31299228058843,0.009788655675947666,3.6-sqgptq,89128960
down_proj,1,17408,5120,w8a8_full,0.19483617012156174,457.4559228114105,0.914911845622821,78.73595917580215,0.012843362055718899,3.6-sqgptq,89128960
down_proj,1,17408,5120,w8a8_fusedq,0.19304866989841685,461.6916555130895,0.923383311026179,79.46500094889664,0.012843362055718899,3.6-sqgptq,89128960
down_proj,8,17408,5120,bf16,0.3119826200418174,571.371315415284,4.570970523322273,98.34273931416249,0.0,3.6-sqgptq,178257920
down_proj,8,17408,5120,w4a16,0.08031874021980911,554.8453558663886,17.755051387724432,95.49834008027342,0.0027027681935578585,3.6-sqgptq,44564480.0
down_proj,8,17408,5120,w4a8_full,0.10025313997175545,444.5195433535075,14.22462538731224,76.50938784053486,0.009665879420936108,3.6-sqgptq,44564480.0
down_proj,8,17408,5120,w4a8_op,0.08185687998775393,544.4194795436498,17.421423345396796,93.70386911250426,0.00020790645794477314,3.6-sqgptq,44564480.0
down_proj,8,17408,5120,w8a16,0.16545565973501652,538.6878886025621,8.619006217640994,92.71736464760104,0.010296897031366825,3.6-sqgptq,89128960
down_proj,8,17408,5120,w8a8_full,0.19853249948937446,448.9388902534329,7.183022244054926,77.27003274585765,0.013912870548665524,3.6-sqgptq,89128960
down_proj,8,17408,5120,w8a8_fusedq,0.19646176020614803,453.67078003615904,7.258732480578545,78.08447160691206,0.013912870548665524,3.6-sqgptq,89128960
down_proj,2048,17408,5120,bf16,2.882984688767465,61.8310325040987,126.62995456839414,10.642174269208038,0.0,3.6-sqgptq,178257920
down_proj,2048,17408,5120,w4a16,2.7586796259129187,16.154278873630517,132.3358525327812,2.7804266563907944,0.0027262058574706316,3.6-sqgptq,44564480.0
down_proj,2048,17408,5120,w4a8_full,2.0381771864776965,21.86487038303805,179.11701817784768,3.7633167612802154,0.00985868088901043,3.6-sqgptq,44564480.0
down_proj,2048,17408,5120,w4a8_op,1.6578608119743876,26.88071258945258,220.20679753279552,4.626628672883404,0.00020781581406481564,3.6-sqgptq,44564480.0
down_proj,2048,17408,5120,w8a16,2.3410596877511125,38.07205790879248,155.943149194414,6.552849898243112,0.010123840533196926,3.6-sqgptq,89128960
down_proj,2048,17408,5120,w8a8_full,1.5627150623913622,57.034684150039105,233.6140662785602,9.816640989679708,0.013864626176655293,3.6-sqgptq,89128960
down_proj,2048,17408,5120,w8a8_fusedq,1.5493132505071117,57.52804345462537,235.6348659901455,9.901556532637757,0.013864626176655293,3.6-sqgptq,89128960
