shape,M,K,N,path,ms,gbps,tops,pct_roof,relerr,src,wbytes
gate_up,256,5120,34816,bf16,0.9810792507778388,363.3914790444707,93.0282186353845,62.54586558424624,0.0,3.6-sqgptq,356515840
gate_up,256,5120,34816,w4a16,0.7131229588897744,124.98400014881085,127.98361615238231,21.51187610134438,0.0027112457901239395,3.6-sqgptq,89128960.0
gate_up,256,5120,34816,w4a8_full,0.5402546254723953,164.97583879465387,168.93525892572555,28.395152976704622,0.009132297709584236,3.6-sqgptq,89128960.0
gate_up,256,5120,34816,w4a8_op,0.49627449940696045,179.59609068470692,183.90639686113988,30.911547450035613,0.00020713148114737123,3.6-sqgptq,89128960.0
gate_up,256,5120,34816,w8a16,0.6401880418707151,278.4461882154289,142.5644483662996,47.9253335999017,0.011429439298808575,3.6-sqgptq,178257920
gate_up,256,5120,34816,w8a8_full,0.48473416730606306,367.74366657642116,188.28475728712763,63.29495121797266,0.014378084801137447,3.6-sqgptq,178257920
gate_up,256,5120,34816,w8a8_fusedq,0.4870356254590054,366.00591554673497,187.39502875992832,62.995854655203956,0.014378084801137447,3.6-sqgptq,178257920
gate_up,2048,5120,34816,bf16,5.1752125000348315,68.88912097766043,141.08491976224857,11.856991562420038,0.0,3.6-sqgptq,356515840
gate_up,2048,5120,34816,w4a16,5.429323187854607,16.41621928114013,134.48166835109996,2.8255110638795404,0.0027120928280055523,3.6-sqgptq,89128960.0
gate_up,2048,5120,34816,w4a8_full,3.86774225080444,23.044182941989565,188.7779466607785,3.966296547674624,0.009217296727001667,3.6-sqgptq,89128960.0
gate_up,2048,5120,34816,w4a8_op,3.711661498527974,24.01322427579888,196.71633326734442,4.133085073287242,0.00020708164083771408,3.6-sqgptq,89128960.0
gate_up,2048,5120,34816,w8a16,5.0786308111128164,35.09960196554248,143.767969650862,6.041239580988379,0.011427043937146664,3.6-sqgptq,178257920
gate_up,2048,5120,34816,w8a8_full,2.8003346251352923,63.65593540143005,260.7347114042575,10.956271153430302,0.014429819770157337,3.6-sqgptq,178257920
gate_up,2048,5120,34816,w8a8_fusedq,2.8503243756858865,62.53952059653035,256.16187636338833,10.764117142259957,0.014429819770157337,3.6-sqgptq,178257920
down_proj,256,17408,5120,bf16,0.5033099999612508,354.17122650796495,90.66783398603903,60.958903013419096,0.0,3.6-sqgptq,178257920
down_proj,256,17408,5120,w4a16,0.4055093753170998,109.89753310919511,112.5350739038158,18.915238056660087,0.002728623105213046,3.6-sqgptq,44564480.0
down_proj,256,17408,5120,w4a8_full,0.4316029165541598,103.2534264499295,105.73150868472781,17.771674087767558,0.00980044063180685,3.6-sqgptq,44564480.0
down_proj,256,17408,5120,w4a8_op,0.42616458328363177,104.57105481789961,107.0807601335292,17.998460381738315,0.00020788665278814733,3.6-sqgptq,44564480.0
down_proj,256,17408,5120,w8a16,0.38529208419883315,231.32829262592446,118.44008582447333,39.81554089947065,0.01014410238713026,3.6-sqgptq,89128960
down_proj,256,17408,5120,w8a8_full,0.3208955422451254,277.75069537088257,142.2083560298919,47.8056274304445,0.01385896559804678,3.6-sqgptq,89128960
down_proj,256,17408,5120,w8a8_fusedq,0.31567979143195163,282.33977092959645,144.55796271595338,48.59548553005102,0.01385896559804678,3.6-sqgptq,89128960
down_proj,2048,17408,5120,bf16,2.8101076877646847,63.43455120105957,129.91396085977,10.918167160251217,0.0,3.6-sqgptq,178257920
down_proj,2048,17408,5120,w4a16,2.620273187858402,17.007570129137328,139.326014497893,2.927292621194032,0.0027258661575615406,3.6-sqgptq,44564480.0
down_proj,2048,17408,5120,w4a8_full,2.076586624752963,21.460448347682835,175.80399286421778,3.6937088378111596,0.009820855222642422,3.6-sqgptq,44564480.0
down_proj,2048,17408,5120,w4a8_op,1.6496620628458913,27.014308568823004,221.30121579579807,4.6496228173533565,0.000207864010008052,3.6-sqgptq,44564480.0
down_proj,2048,17408,5120,w8a16,2.353934187340201,37.86382834292839,155.09024089263468,6.5170100418121155,0.010120948776602745,3.6-sqgptq,89128960
down_proj,2048,17408,5120,w8a8_full,1.608687063708203,55.40478444238112,226.93799707599305,9.536107477174031,0.013850424438714981,3.6-sqgptq,89128960
down_proj,2048,17408,5120,w8a8_fusedq,1.6530873108422384,53.916668173194864,220.84267283740616,9.279977310360563,0.013850424438714981,3.6-sqgptq,89128960
